id,an,materie,liceu,judet,medie,procent_reusita,numar_candidati,preferinta_materie,anomalie
38707,2016,MATEMATICA ST-NAT,LICEUL TEOLOGIC REFORMAT TARGU SECUIESC,Covasna,8.68,100.0,30,57.7,1
38708,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""RADU PETRESCU"" PRUNDU BARGAULUI",Bistrița-Năsăud,8.67,100.0,17,19.1,1
38709,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""MIHAIL SADOVEANU"", PASCANI",Iași,8.67,98.9,87,37.3,0
38710,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""ECATERINA TEODOROIU"" TG-JIU",Gorj,8.64,100.0,63,27.2,1
38711,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""CUZA VODA"", MUN. HUSI",Vaslui,8.63,100.0,55,23.6,1
38712,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""INOCHENTIE MICU CLAIN"" BLAJ",Alba,8.6,100.0,29,17.3,1
38713,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""ELENA CUZA"" CRAIOVA",Dolj,8.6,100.0,68,25.5,1
38714,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""HOREA CLOSCA SI CRISAN"" ALBA IULIA",Alba,8.58,97.2,36,17.3,1
38715,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""STEFAN CEL MARE"" SUCEAVA",Suceava,8.55,100.0,68,31.8,1
38716,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""CONSTANTIN DIACONOVICI LOGA"" TIMISOARA",Timiș,8.55,98.2,57,26.8,1
38717,2016,MATEMATICA ST-NAT,"LICEUL ""KOROSI CSOMA SANDOR"" COVASNA",Covasna,8.53,100.0,51,51.5,0
38718,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""GARABET IBRAILEANU"", IASI",Iași,8.51,100.0,36,23.4,1
38719,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""MARK TWAIN INTERNATIONAL SCHOOL"" VOLUNTARI",Ilfov,8.5,100.0,1,50.0,1
38720,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""RADU NEGRU"" FAGARAS",Brașov,8.49,100.0,34,23.3,0
38721,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""SILVANIA"" ZALAU",Sălaj,8.48,100.0,60,22.1,0
38722,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""NAGY MOZES"" TARGU SECUIESC",Covasna,8.47,100.0,32,27.6,1
38723,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""IENACHITA VACARESCU"" TARGOVISTE",Dâmbovița,8.46,96.8,62,26.7,1
38724,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""AL. I. CUZA"" FOCSANI",Vrancea,8.42,98.8,86,34.1,1
38725,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""AVRAM IANCU"" CAMPENI",Alba,8.42,100.0,53,31.7,0
38726,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""NICOLAE BALCESCU""",Brăila,8.42,100.0,30,18.2,0
38727,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""TRAIAN"" CONSTANTA",Constanța,8.42,97.7,130,58.6,1
38728,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""MIRON COSTIN"", IASI",Iași,8.41,100.0,50,33.8,0
38729,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""ANDREI MURESANU"" DEJ",Cluj,8.41,97.6,42,32.6,0
38730,2016,MATEMATICA ST-NAT,"LICEUL PEDAGOGIC ""BENEDEK ELEK"" ODORHEIU SECUIESC",Harghita,8.4,100.0,29,47.5,0
38731,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""VICTOR BABES"" CLUJ-NAPOCA",Cluj,8.39,98.2,55,88.7,0
38732,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""DR. LIND"" CAMPENITA",Mureș,8.38,100.0,6,66.7,0
38733,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""ELENA GHIBA BIRTA"" ARAD",Arad,8.37,100.0,26,16.1,0
38734,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""STEFAN CEL MARE"", ORAS TARGU NEAMT",Neamț,8.34,96.9,32,14.0,1
38735,2016,MATEMATICA ST-NAT,COLEGIUL NATIONAL BANATEAN TIMISOARA,Timiș,8.32,100.0,72,27.2,1
38736,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""MIKES KELEMEN"" SFANTU GHEORGHE",Covasna,8.31,100.0,32,27.8,1
38737,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""MIHAI EMINESCU"" SATU MARE",Satu-Mare,8.31,98.4,61,31.4,0
38738,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""PETRU RARES"" SUCEAVA",Suceava,8.31,100.0,49,20.1,1
38739,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""EMIL RACOVITA"", LOCALITATEA GALATI",Galați,8.3,97.0,135,69.6,0
38740,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""NICHITA STANESCU"", MUNICIPIUL PLOIESTI",Prahova,8.3,97.1,34,15.5,1
38741,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""GEORGE COSBUC"" MOTRU",Gorj,8.29,97.1,35,18.1,0
38742,2016,MATEMATICA ST-NAT,"LICEUL ""ANDREI MURESANU"" BRASOV",Brașov,8.29,100.0,30,28.6,1
38743,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""ALEXANDRU PAPIU ILARIAN"" DEJ",Cluj,8.28,100.0,32,26.9,0
38744,2016,MATEMATICA ST-NAT,LICEUL TEORETIC INTERNATIONAL DE INFORMATICA BUCURESTI,București,8.28,100.0,15,16.3,0
38745,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""NICU GANE"" FALTICENI",Suceava,8.24,100.0,32,12.0,1
38746,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""MIHAIL SAULESCU"" PREDEAL",Brașov,8.21,100.0,15,83.3,0
38747,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""ANA ASLAN""",Brăila,8.2,98.6,72,100.0,0
38748,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""ALEXANDRU ODOBESCU"" PITESTI",Argeș,8.2,100.0,97,35.9,0
38749,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""DIMITRIE CANTEMIR"", IASI",Iași,8.19,98.2,56,37.8,1
38750,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""SALAMON ERNO"" GHEORGHENI",Harghita,8.19,100.0,31,20.4,1
38751,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""BATHORY ISTVAN"" CLUJ-NAPOCA",Cluj,8.19,100.0,29,40.8,0
38752,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""VLAICU VODA"" CURTEA DE ARGES",Argeș,8.18,100.0,29,13.9,0
38753,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""ONISIFOR GHIBU"" CLUJ-NAPOCA",Cluj,8.17,97.6,42,42.0,0
38754,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""NIKOLAUS LENAU"" TIMISOARA",Timiș,8.17,100.0,27,36.0,0
38755,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""NICOLAE IORGA""",Brăila,8.17,100.0,30,20.0,0
38756,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""NICOLAE IORGA""",Brăila,8.17,100.0,30,20.0,0
38757,2016,MATEMATICA ST-NAT,"COLEGIUL REFORMAT ""BACZKAMADARASI KIS GERGELY"" ODORHEIU SECUIESC",Harghita,8.16,100.0,27,45.0,1
38758,2016,MATEMATICA ST-NAT,"COLEGIUL TEHNIC ""GHEORGHE ASACHI"", IASI",Iași,8.16,100.0,17,9.1,0
38759,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""AXENTE SEVER"" MEDIAS",Sibiu,8.15,94.3,35,35.4,0
38760,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""DIMITRIE CANTEMIR"" ONESTI",Bacău,8.15,98.1,54,28.9,0
38761,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""SZEKELY MIKO"" SFANTU GHEORGHE",Covasna,8.13,100.0,30,27.5,0
38762,2016,MATEMATICA ST-NAT,"LICEUL TEHNOLOGIC ""DIMITRIE FILISANU"" FILIASI",Dolj,8.11,100.0,20,6.2,0
38763,2016,MATEMATICA ST-NAT,"LICEUL TEOLOGIC ROMANO-CATOLIC ""SEGITO MARIA"" MIERCUREA CIUC",Harghita,8.09,100.0,28,31.5,0
38764,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""DINICU GOLESCU"" CAMPULUNG",Argeș,8.08,100.0,34,16.6,0
38765,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC CRESTIN ""PRO DEO"" CLUJ-NAPOCA",Cluj,8.07,100.0,5,45.5,0
38766,2016,MATEMATICA ST-NAT,"COLEGIUL DE STIINTE ALE NATURII ""EMIL RACOVITA"" BRASOV",Brașov,8.06,100.0,115,66.5,0
38767,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""MIHAI EMINESCU"" ORADEA",Bihor,8.04,98.0,100,28.2,0
38768,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""LIVIU REBREANU"" BISTRITA",Bistrița-Năsăud,8.03,93.3,75,33.9,0
38769,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""DRAGOS VODA"" SIGHETU MARMATIEI",Maramureș,8.03,91.2,34,14.5,0
38770,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""NICOLAE IORGA""",București,8.03,100.0,33,21.6,0
38771,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""NICOLAE IORGA""",București,8.03,100.0,33,21.6,0
38772,2016,MATEMATICA ST-NAT,"COLEGIUL DE STIINTE ""GRIGORE ANTIPA"" BRASOV",Brașov,8.01,100.0,60,70.6,0
38773,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""ION BARBU""",București,8.01,97.0,33,19.6,0
38774,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""ION BARBU""",București,8.01,97.0,33,19.6,0
38775,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""MIHAI EMINESCU"" CONSTANTA",Constanța,8.0,97.1,68,31.1,0
38776,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""TUDOR VLADIMIRESCU"" TG-JIU",Gorj,7.98,98.4,61,25.7,0
38777,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL PEDAGOGIC ""STEFAN VELOVAN"" CRAIOVA",Dolj,7.97,96.7,90,35.9,0
38778,2016,MATEMATICA ST-NAT,"LICEUL TEHNOLOGIC ""IORGU VIRNAV LITEANU"" LITENI",Suceava,7.93,88.9,27,33.8,0
38779,2016,MATEMATICA ST-NAT,"COLEGIUL DOBROGEAN ""SPIRU HARET"" TULCEA",Tulcea,7.9,100.0,31,19.6,1
38780,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""C.A. ROSETTI""",București,7.89,100.0,86,44.8,0
38781,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""OCTAVIAN GOGA"" MIERCUREA CIUC",Harghita,7.87,100.0,20,19.4,0
38782,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""KOLCSEY FERENC"" SATU MARE",Satu-Mare,7.82,97.9,48,35.0,0
38783,2016,MATEMATICA ST-NAT,"COLEGIUL ""SPIRU HARET"", MUNICIPIUL PLOIESTI",Prahova,7.82,100.0,40,17.0,0
38784,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""DOAMNA STANCA"" SATU MARE",Satu-Mare,7.81,97.7,44,28.9,0
38785,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""NICOLAE IORGA"", ORASUL VALENII DE MUNTE",Prahova,7.81,96.5,57,32.6,0
38786,2016,MATEMATICA ST-NAT,LICEUL TEHNOLOGIC IANCU JIANU,Olt,7.81,94.1,17,77.3,0
38787,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""IOSIF VULCAN"" ORADEA",Bihor,7.8,100.0,33,27.5,0
38788,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""SFANTU NICOLAE"" GHEORGHENI",Harghita,7.8,90.0,10,25.0,0
38789,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""GEORGE COSBUC"" NASAUD",Bistrița-Năsăud,7.8,90.7,43,27.0,1
38790,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""CONSTANTIN NOICA"" SIBIU",Sibiu,7.78,100.0,33,39.8,1
38791,2016,MATEMATICA ST-NAT,LICEUL TEORETIC CAREI,Satu-Mare,7.78,100.0,52,31.3,0
38792,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""ADY ENDRE"" ORADEA",Bihor,7.74,98.0,50,49.0,0
38793,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""MIHAI EMINESCU"" MUNICIPIUL BUZAU",Buzău,7.74,94.8,58,20.3,0
38794,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""TITU MAIORESCU"" AIUD",Alba,7.73,95.0,20,18.2,0
38795,2016,MATEMATICA ST-NAT,LICEUL TEORETIC TEIUS,Alba,7.72,93.8,16,37.2,0
38796,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""DUNAREA"", LOCALITATEA GALATI",Galați,7.69,100.0,30,16.9,1
38797,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""MIHAI VITEAZUL"" SFANTU GHEORGHE",Covasna,7.67,94.7,19,20.2,0
38798,2016,MATEMATICA ST-NAT,"LICEUL TEHNOLOGIC ""UDREA BALEANU"" BALENI",Dâmbovița,7.66,100.0,8,57.1,0
38799,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""RADU GRECEANU"" SLATINA",Olt,7.65,94.6,56,20.4,0
38800,2016,MATEMATICA ST-NAT,"COLEGIUL TEHNIC ""DIMITRIE GHIKA"" COMANESTI",Bacău,7.64,94.1,34,14.8,0
38801,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""ION NECULCE""",București,7.63,93.9,33,16.9,1
38802,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""EUGEN PORA"" CLUJ-NAPOCA",Cluj,7.58,96.2,26,48.1,0
38803,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""TUDOR ARGHEZI"" CRAIOVA",Dolj,7.57,95.8,24,17.1,0
38804,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""LUCIAN BLAGA"" CONSTANTA",Constanța,7.57,92.6,27,23.5,1
38805,2016,MATEMATICA ST-NAT,"LICEUL TEHNOLOGIC ""COSTACHE CONACHI"", COMUNA PECHEA",Galați,7.56,95.8,48,64.0,0
38806,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""ALEXANDRU IOAN CUZA"", IASI",Iași,7.55,100.0,45,24.3,0
38807,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""BRANCOVEANU VODA"", ORASUL URLATI",Prahova,7.55,98.0,51,49.0,0
38808,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""O.C.TASLAUANU"" TOPLITA",Harghita,7.53,87.9,33,24.6,0
38809,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""TRAIAN VUIA"" RESITA",Caraș-Severin,7.51,96.2,26,20.3,0
38810,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""GEORGE MOROIANU"" SACELE",Brașov,7.49,91.7,12,31.6,0
38811,2016,MATEMATICA ST-NAT,"LICEUL CRESTIN ""LOGOS"" BISTRITA",Bistrița-Năsăud,7.49,100.0,9,100.0,1
38812,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""OCTAVIAN GOGA"" HUEDIN",Cluj,7.47,97.8,45,35.2,0
38813,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""IOAN SLAVICI"" SATU MARE",Satu-Mare,7.47,97.0,33,18.2,0
38814,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""ANA ASLAN"" TIMISOARA",Timiș,7.46,93.5,93,76.9,0
38815,2016,MATEMATICA ST-NAT,"LICEUL ""DIMITRIE CANTEMIR"" BABADAG",Tulcea,7.45,100.0,2,3.6,1
38816,2016,MATEMATICA ST-NAT,"LICEUL ""CORNELIU MEDREA"" ZLATNA",Alba,7.44,95.7,23,53.5,0
38817,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""DECEBAL"" CONSTANTA",Constanța,7.42,93.4,61,42.7,0
38818,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""SPIRU HARET"" TG-JIU",Gorj,7.41,98.3,58,25.8,0
38819,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""MIRON COSTIN"", PASCANI",Iași,7.39,92.0,87,48.6,0
38820,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""VASILE GOLDIS"" ARAD",Arad,7.38,96.9,32,23.2,0
38821,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""MIHAI VITEAZUL"" CARACAL",Olt,7.35,90.0,50,18.5,0
38822,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""MIRCEA ELIADE"" SIGHISOARA",Mureș,7.34,91.7,24,16.4,0
38823,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""HENRI COANDA"" CRAIOVA",Dolj,7.33,92.3,39,22.9,0
38824,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""GHEORGHE TITEICA""",Mehedinți,7.33,94.4,36,15.7,0
38825,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""GHEORGHE ASACHI"", MUNICIPIUL PIATRA-NEAMT",Neamț,7.33,95.5,22,15.5,0
38826,2016,MATEMATICA ST-NAT,"COLEGIUL ""ALEXANDRU CEL BUN"" GURA HUMORULUI",Suceava,7.32,94.9,59,16.1,0
38827,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""NICOLAE TITULESCU"" CRAIOVA",Dolj,7.31,96.4,55,24.0,0
38828,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""JEAN MONNET""",București,7.31,100.0,15,14.2,0
38829,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL DE INFORMATICA ""SPIRU HARET"" SUCEAVA",Suceava,7.3,88.9,81,43.3,0
38830,2016,MATEMATICA ST-NAT,"COLEGIUL ""GHEORGHE TATARESCU"" ROVINARI",Gorj,7.29,90.6,32,23.7,0
38831,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""BETHLEN GABOR"" AIUD",Alba,7.26,100.0,24,38.1,0
38832,2016,MATEMATICA ST-NAT,"COLEGIUL ""MIHAI VITEAZUL"" INEU",Arad,7.26,94.4,18,10.4,0
38833,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""AVRAM IANCU"" BRAD",Hunedoara,7.26,87.2,47,33.6,0
38834,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""GIB MIHAESCU"" DRAGASANI",Vâlcea,7.25,90.9,55,22.4,0
38835,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL""GRIGORE MOISIL"" URZICENI",Ialomița,7.21,96.7,60,33.9,0
38836,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""PETRU MAIOR"" OCNA MURES",Alba,7.19,87.1,31,33.3,0
38837,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""TRAIAN DODA"" CARANSEBES",Caraș-Severin,7.19,100.0,20,18.5,0
38838,2016,MATEMATICA ST-NAT,"COLEGIUL TEHNIC FORESTIER, MUNICIPIUL CAMPINA",Prahova,7.19,98.4,61,42.1,0
38839,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL PEDAGOGIC ""STEFAN CEL MARE"" BACAU",Bacău,7.17,93.8,64,30.5,0
38840,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""STEFAN CEL MARE"", HARLAU",Iași,7.14,100.0,46,26.6,0
38841,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""PETRU MAIOR"" GHERLA",Cluj,7.14,95.1,61,54.0,0
38842,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""CALISTRAT HOGAS"", LOCALITATEA TECUCI",Galați,7.14,90.0,30,13.5,0
38843,2016,MATEMATICA ST-NAT,"COLEGIUL""CSIKY GERGELY"" ARAD",Arad,7.12,91.7,12,17.4,0
38844,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""DRAGOS VODA"" CAMPULUNG MOLDOVENESC",Suceava,7.07,90.3,31,17.7,0
38845,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""GHEORGHE MUNTEANU MURGOCI"" MACIN",Tulcea,7.06,87.1,31,24.6,0
38846,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""DAVID PRODAN"" CUGIR",Alba,7.05,86.4,22,28.2,0
38847,2016,MATEMATICA ST-NAT,"LICEUL TEHNOLOGIC ""PETRU MAIOR"" REGHIN",Mureș,7.05,93.3,60,28.7,0
38848,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""DAN BARBILIAN"" CAMPULUNG",Argeș,7.04,83.9,31,23.5,0
38849,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""IANCU DE HUNEDOARA"" HUNEDOARA",Hunedoara,7.04,86.6,67,36.0,0
38850,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""EMIL RACOVITA"" BAIA MARE",Maramureș,7.02,91.3,103,62.0,0
38851,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""ANDREI BARSEANU"" TARNAVENI",Mureș,7.01,81.8,77,50.0,0
38852,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""MIRCEA ELIADE"" LUPENI",Hunedoara,7.01,90.5,74,50.7,0
38853,2016,MATEMATICA ST-NAT,LICEUL TEHNOLOGIC IERNUT,Mureș,6.99,83.3,36,44.4,0
38854,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""PETRU RARES"" BECLEAN",Bistrița-Năsăud,6.99,96.6,29,17.1,0
38855,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""GHEORGHE MARINESCU"" TIRGU MURES",Mureș,6.98,93.2,59,100.0,0
38856,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""EMIL RACOVITA"", MUN. VASLUI",Vaslui,6.98,87.5,48,20.4,0
38857,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""JOSIKA MIKLOS"" TURDA",Cluj,6.98,100.0,12,54.5,0
38858,2016,MATEMATICA ST-NAT,"LICEUL TEHNOLOGIC ""NICOLAE BALCESCU"" FLAMANZI",Botoșani,6.96,90.6,32,29.4,0
38859,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""MIHAI EMINESCU"" CALARASI",Călărași,6.95,88.9,18,10.8,0
38860,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""BARBU STIRBEI"" CALARASI",Călărași,6.94,82.8,29,14.2,0
38861,2016,MATEMATICA ST-NAT,"COLEGIUL ""MIHAI EMINESCU"" BACAU",Bacău,6.91,97.4,39,26.9,0
38862,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""MIRCEA ELIADE"", LOCALITATEA GALATI",Galați,6.91,89.5,19,20.7,0
38863,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""VICTOR BABES""",București,6.91,88.9,90,50.6,0
38864,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""GRIGORE ANTIPA"" BOTOSANI",Botoșani,6.9,90.0,70,87.5,0
38865,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""SFINTII KIRIL SI METODII"" DUDESTII VECHI",Timiș,6.86,68.4,19,100.0,0
38866,2016,MATEMATICA ST-NAT,LICEUL TEHNOLOGIC NR.1 LUDUS,Mureș,6.86,86.2,80,37.0,0
38867,2016,MATEMATICA ST-NAT,"COLEGIUL TEHNIC ""DIMITRIE LEONIDA""",București,6.85,100.0,1,1.2,1
38868,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""BOCSKAI ISTVAN"" MIERCUREA NIRAJULUI",Mureș,6.85,88.9,18,19.4,0
38869,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""LEOWEY KLARA"" SIGHETU MARMATIEI",Maramureș,6.83,90.0,10,38.5,1
38870,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""IOAN PETRUS"" OTOPENI",Ilfov,6.83,78.6,28,31.1,0
38871,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""ZAJZONI RAB ISTVAN"" SACELE",Brașov,6.83,100.0,10,90.9,0
38872,2016,MATEMATICA ST-NAT,COLEGIUL TEHNIC RADAUTI,Suceava,6.83,95.5,22,9.3,0
38873,2016,MATEMATICA ST-NAT,"LICEUL ""SEVER BOCU"" LIPOVA",Arad,6.82,100.0,10,27.0,1
38874,2016,MATEMATICA ST-NAT,"LICEUL TEHNOLOGIC AGROMONTAN ""ROMEO CONSTANTINESCU"", ORASUL VALENII DE MUNTE",Prahova,6.76,91.3,23,16.2,0
38875,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""MIRCEA ELIADE"" INTORSURA BUZAULUI",Covasna,6.76,87.0,54,45.8,0
38876,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""DIACONOVICI TIETZ"" RESITA",Caraș-Severin,6.76,100.0,8,11.4,0
38877,2016,MATEMATICA ST-NAT,"LICEUL TEHNOLOGIC ""NICOLAE IORGA"", ORAS NEGRESTI",Vaslui,6.75,77.3,22,8.0,0
38878,2016,MATEMATICA ST-NAT,"LICEUL TEHNOLOGIC ""CSEREY-GOGA"" CRASNA",Sălaj,6.72,84.8,46,68.7,0
38879,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL ""ION MINULESCU"" SLATINA",Olt,6.72,81.8,88,30.8,0
38880,2016,MATEMATICA ST-NAT,LICEUL TEHNOLOGIC CORBU,Harghita,6.71,90.5,21,41.2,0
38881,2016,MATEMATICA ST-NAT,"COLEGIUL TEHNIC ""LATCU VODA"" SIRET",Suceava,6.71,87.8,41,20.2,0
38882,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""NEMETH LASZLO"" BAIA MARE",Maramureș,6.7,83.3,18,38.3,0
38883,2016,MATEMATICA ST-NAT,"COLEGIUL NATIONAL DE INFORMATICA ""CARMEN SYLVA"" PETROSANI",Hunedoara,6.69,82.1,28,21.7,0
38884,2016,MATEMATICA ST-NAT,LICEUL TEORETIC NEGRESTI OAS,Satu-Mare,6.68,83.3,48,38.4,0
38885,2016,MATEMATICA ST-NAT,"COLEGIUL TEHNIC ""MIHAI BACESCU"" FALTICENI",Suceava,6.67,85.7,28,13.2,0
38886,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""VASILE ALECSANDRI"", COMUNA SABAOANI",Neamț,6.67,81.5,27,33.8,0
38887,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""GHEORGHE LAZAR"" AVRIG",Sibiu,6.66,91.7,12,32.4,0
38888,2016,MATEMATICA ST-NAT,LICEUL TEHNOLOGIC TURCENI,Gorj,6.66,92.5,40,14.2,0
38889,2016,MATEMATICA ST-NAT,"LICEUL TEORETIC ""I. C. BRATIANU"" HATEG",Hunedoara,6.64,89.1,55,31.8,0
