subtaskID,datapointID,answer
2,11552,561.957
2,11553,251.993
2,11554,717.025
2,11555,521.025
2,11556,179.028
2,11557,657.362
2,11558,507.992
2,11559,290.11
2,11560,405.614
2,11561,448.606
2,11562,319.282
2,11563,379.053
2,11564,258.427
2,11565,562.886
2,11566,353.634
2,11567,356.137
2,11568,343.939
2,11569,192.797
2,11570,251.903
2,11571,205.379
2,11572,366.684
2,11573,545.401
2,11574,498.202
2,11575,292.546
2,11576,557.296
2,11577,187.921
2,11578,300.531
2,11579,530.931
2,11580,538.945
2,11581,369.279
2,11582,326.649
2,11583,374.927
2,11584,565.46
2,11585,141.295
2,11586,513.476
2,11587,369.345
2,11588,171.319
2,11589,118.87
2,11590,514.051
2,11591,251.878
2,11592,241.149
2,11593,200.904
2,11594,632.118
2,11595,513.485
2,11596,401.496
2,11597,481.689
2,11598,778.937
2,11599,499.285
2,11600,426.489
2,11601,579.083
2,11602,468.167
2,11603,306.794
2,11604,451.282
2,11605,253.944
2,11606,559.533
2,11607,388.905
2,11608,228.817
2,11609,305.893
2,11610,610.148
2,11611,347.061
2,11612,166.116
2,11613,562.056
2,11614,391.048
2,11615,244.12
2,11616,101.093
2,11617,630.367
2,11618,420.126
2,11619,674.07
2,11620,329.265
2,11621,856.376
2,11622,321.21
2,11623,315.62
2,11624,403.315
2,11625,611.431
2,11626,174.674
2,11627,309.785
2,11628,306.383
2,11629,243.06
2,11630,82.399
2,11631,452.081
2,11632,471.851
2,11633,472.46
2,11634,142.193
2,11635,661.684
2,11636,791.268
2,11637,313.055
2,11638,411.388
2,11639,412.298
2,11640,261.184
2,11641,107.83
2,11642,606.572
2,11643,425.851
2,11644,275.45
2,11645,284.429
2,11646,387.044
2,11647,297.129
2,11648,140.117
2,11649,199.247
2,11650,335.888
2,11651,669.081
2,11652,450.217
2,11653,528.685
2,11654,193.938
2,11655,319.041
2,11656,321.518
2,11657,783.797
2,11658,485.572
2,11659,279.441
2,11660,416.3
2,11661,536.906
2,11662,166.071
2,11663,419.668
2,11664,362.741
2,11665,204.722
2,11666,475.791
2,11667,583.094
2,11668,272.607
2,11669,376.09
2,11670,218.313
2,11671,362.156
2,11672,113.916
2,11673,470.448
2,11674,527.178
2,11675,456.658
2,11676,565.51
2,11677,575.417
2,11678,187.374
2,11679,549.72
2,11680,714.042
2,11681,330.924
2,11682,480.046
2,11683,654.946
2,11684,226.016
2,11685,586.675
2,11686,408.165
2,11687,460.55
2,11688,573.306
2,11689,514.687
2,11690,562.38
2,11691,449.428
2,11692,646.232
2,11693,109.816
2,11694,341.338
2,11695,452.019
2,11696,271.778
2,11697,317.989
2,11698,150.517
2,11699,457.58
2,11700,597.319
2,11701,190.981
2,11702,345.369
2,11703,149.786
2,11704,282.231
2,11705,305.527
2,11706,570.594
2,11707,433.875
2,11708,456.286
2,11709,359.439
2,11710,544.663
2,11711,599.83
2,11712,297.349
2,11713,208.859
2,11714,264.728
2,11715,465.151
2,11716,148.204
2,11717,614.947
2,11718,183.921
2,11719,146.418
2,11720,114.711
2,11721,376.465
2,11722,341.041
2,11723,783.249
2,11724,352.786
2,11725,428.231
2,11726,304.412
2,11727,194.336
2,11728,292.324
2,11729,219.416
2,11730,446.739
2,11731,318.968
2,11732,201.927
2,11733,324.134
2,11734,170.512
2,11735,511.707
2,11736,321.321
2,11737,494.98
2,11738,370.886
2,11739,564.209
2,11740,263.63
2,11741,189.997
2,11742,582.445
2,11743,252.288
2,11744,239.125
2,11745,187.86
2,11746,667.63
2,11747,295.799
2,11748,616.018
2,11749,203.14
2,11750,132.615
2,11751,512.022
2,11752,251.74
2,11753,476.66
2,11754,860.395
2,11755,143.138
2,11756,630.244
2,11757,527.891
2,11758,584.069
2,11759,190.027
2,11760,205.769
2,11761,498.781
2,11762,258.297
2,11763,281.707
2,11764,259.22
2,11765,507.085
2,11766,331.224
2,11767,635.122
2,11768,161.632
2,11769,750.856
2,11770,468.493
2,11771,284.621
2,11772,99.594
2,11773,90.368
2,11774,544.54
2,11775,357.283
2,11776,168.19
2,11777,374.596
2,11778,393.857
2,11779,77.796
2,11780,427.668
2,11781,456.834
2,11782,588.509
2,11783,868.591
2,11784,553.973
2,11785,310.571
2,11786,159.4
2,11787,245.38
2,11788,498.431
2,11789,458.441
2,11790,302.672
2,11791,286.945
2,11792,331.289
2,11793,438.05
2,11794,573.582
2,11795,87.681
2,11796,167.489
2,11797,265.077
2,11798,431.41
2,11799,697.654
2,11800,546.253
2,11801,425.333
2,11802,153.168
2,11803,660.883
2,11804,713.5
2,11805,284.524
2,11806,319.338
2,11807,246.227
2,11808,230.79
2,11809,546.011
2,11810,567.974
2,11811,686.843
2,11812,499.469
2,11813,324.622
2,11814,463.376
2,11815,501.515
2,11816,524.981
2,11817,93.636
2,11818,169.573
2,11819,396.903
2,11820,631.931
2,11821,313.146
2,11822,526.845
2,11823,484.457
2,11824,433.192
2,11825,298.959
2,11826,420.048
2,11827,325.97
2,11828,513.704
2,11829,217.339
2,11830,424.262
2,11831,516.35
2,11832,424.743
2,11833,576.274
2,11834,253.255
2,11835,212.534
2,11836,411.652
2,11837,265.789
2,11838,598.995
2,11839,149.532
2,11840,322.052
2,11841,228.55
2,11842,120.593
2,11843,140.643
2,11844,112.798
2,11845,377.183
2,11846,554.98
2,11847,379.56
2,11848,638.653
2,11849,159.13
2,11850,236.108
2,11851,660.854
2,11852,183.516
2,11853,359.432
2,11854,113.176
2,11855,559.81
2,11856,226.614
2,11857,381.757
2,11858,231.275
2,11859,376.675
2,11860,715.1
2,11861,321.187
2,11862,435.169
2,11863,634.614
2,11864,299.886
2,11865,162.287
2,11866,136.303
2,11867,592.192
2,11868,171.041
2,11869,301.881
2,11870,193.81
2,11871,138.696
2,11872,388.794
2,11873,189.536
2,11874,335.192
2,11875,421.514
2,11876,519.03
2,11877,558.571
2,11878,316.391
2,11879,415.827
2,11880,485.72
2,11881,297.123
2,11882,779.549
2,11883,341.393
2,11884,217.987
2,11885,580.159
2,11886,752.452
2,11887,320.248
2,11888,763.476
2,11889,575.59
2,11890,412.497
2,11891,155.807
2,11892,464.736
2,11893,435.843
2,11894,168.852
2,11895,498.927
2,11896,443.114
2,11897,273.992
2,11898,533.288
2,11899,645.382
2,11900,352.668
2,11901,207.908
2,11902,576.588
2,11903,454.709
2,11904,220.282
2,11905,332.288
2,11906,115.279
2,11907,267.119
2,11908,415.612
2,11909,232.323
2,11910,555.384
2,11911,479.545
2,11912,331.137
2,11913,375.753
2,11914,386.271
2,11915,617.856
2,11916,656.364
2,11917,94.331
2,11918,409.18
2,11919,136.883
2,11920,255.029
2,11921,324.096
2,11922,236.538
2,11923,623.048
2,11924,589.799
2,11925,206.716
2,11926,670.819
2,11927,426.324
2,11928,238.992
2,11929,412.594
2,11930,762.418
2,11931,472.342
2,11932,140.516
2,11933,203.323
2,11934,190.346
2,11935,424.461
2,11936,225.673
2,11937,196.221
2,11938,409.092
2,11939,330.463
2,11940,324.322
2,11941,313.299
2,11942,639.042
2,11943,299.333
2,11944,111.012
2,11945,508.4
2,11946,381.38
2,11947,140.558
2,11948,385.042
2,11949,540.418
2,11950,161.122
2,11951,104.84
2,11952,447.364
2,11953,159.963
2,11954,139.539
2,11955,371.289
2,11956,278.119
2,11957,307.61
2,11958,200.101
2,11959,698.569
2,11960,589.948
2,11961,126.445
2,11962,302.748
2,11963,476.284
2,11964,305.261
2,11965,472.497
2,11966,288.426
2,11967,337.825
2,11968,459.197
2,11969,468.732
2,11970,341.047
2,11971,544.486
2,11972,751.563
2,11973,183.478
2,11974,185.872
2,11975,414.57
2,11976,573.352
2,11977,462.117
2,11978,561.167
2,11979,374.026
2,11980,382.564
2,11981,372.239
2,11982,473.569
2,11983,812.923
2,11984,238.301
2,11985,490.966
2,11986,127.543
2,11987,547.037
2,11988,455.876
2,11989,175.303
2,11990,385.613
2,11991,154.444
2,11992,171.081
2,11993,481.267
2,11994,544.52
2,11995,364.265
2,11996,519.818
2,11997,428.024
2,11998,136.31
2,11999,374.495
2,12000,425.525
