SampleID,departure_time,distance_km,avg_speed_kmh,num_stops,weather,weekday,special_events,num_cars,ticket_price,comfort_class,delay_minutes
267,11:34,774.94,75.23,2,sunny,Wed,0,4,58.366097876962556,standard,11
4442,18:36,733.59,63.5,8,fog,Fri,0,12,60.5174337042245,intermediate,34
4959,15:00,569.46,92.6,6,sunny,Thu,0,4,197.88105996541228,standard,11
3372,22:00,595.23,90.46,6,sunny,Mon,0,7,76.392605568738,intermediate,21
3595,02:43,565.92,60.16,9,sunny,Sun,0,11,172.59574907990893,standard,29
4316,04:24,362.79,61.47,0,sunny,Thu,0,10,92.36519161099999,standard,6
3722,13:58,563.02,74.19,4,sunny,Sat,0,7,158.3523613798936,premium,13
3406,15:27,683.16,43.21,0,fog,Fri,1,9,190.00923704249237,standard,32
1278,22:15,529.54,70.63,1,sunny,Mon,1,9,33.39336826823572,premium,16
4640,08:52,85.98,48.77,9,snow,Mon,0,5,155.43415193876973,standard,28
3917,22:55,705.88,69.35,2,snow,Mon,0,5,103.29056780053845,intermediate,30
2678,20:28,480.05,50.33,5,rain,Tue,0,14,51.66368587955441,standard,24
1621,19:53,378.72,101.12,8,sunny,Thu,0,6,142.10791440679023,premium,10
4103,18:23,104.73,55.3,2,sunny,Sun,0,11,142.06275218614635,intermediate,10
2857,13:35,330.17,93.78,2,sunny,Fri,0,4,198.63419296842736,intermediate,1
1896,09:18,140.95,89.05,1,sunny,Sun,0,4,173.26587328444276,standard,0
3924,20:51,240.13,119.86,9,sunny,Thu,0,11,146.96894990008968,standard,18
3014,02:51,589.67,101.47,0,sunny,Fri,0,9,25.425144771874216,standard,9
4438,03:23,442.99,83.84,7,snow,Fri,0,8,22.333926961675854,intermediate,34
67,21:58,581.97,76.03,5,sunny,Sat,0,4,111.90009778064382,standard,7
2042,15:00,177.32,117.91,9,sunny,Tue,0,12,136.80284745092177,intermediate,18
2580,06:23,585.61,55.87,1,sunny,Thu,0,5,194.7454687850848,intermediate,7
3782,12:21,556.86,51.25,6,fog,Sun,0,14,80.48022457401815,intermediate,48
3790,01:48,671.21,78.86,1,rain,Fri,1,8,112.32082249871213,standard,19
820,04:58,175.21,87.49,7,snow,Sat,0,4,73.58540828533644,intermediate,22
1226,06:37,697.08,48.36,3,sunny,Fri,0,11,187.56223032481614,standard,25
2991,03:57,112.92,60.35,4,sunny,Mon,0,6,195.7760228948222,intermediate,14
3132,15:16,422.06,53.56,0,sunny,Sun,0,9,153.80964625253426,standard,0
2743,16:45,173.29,103.25,0,rain,Thu,0,4,21.002394912259025,standard,0
4457,16:20,415.44,116.29,4,fog,Mon,0,10,174.20091959164154,standard,9
4269,08:40,441.78,67.88,4,rain,Sun,0,12,103.54345025946604,premium,10
3349,00:12,635.59,109.99,0,sunny,Sat,0,13,167.29490795613725,intermediate,6
1143,05:07,583.34,67.51,5,sunny,Fri,1,10,109.45957583605275,intermediate,36
397,11:16,621.45,100.63,9,sunny,Fri,0,4,185.73350407019598,premium,21
2906,05:54,173.14,42.88,4,sunny,Sat,0,9,115.4393647161035,standard,8
4301,14:35,766.72,44.05,9,rain,Sun,0,7,165.9279978033288,standard,33
2759,07:21,157.31,119.64,2,sunny,Sun,0,9,190.229915886198,standard,0
1398,13:36,585.59,69.33,4,sunny,Thu,0,4,174.89112658659252,premium,5
1659,04:53,753.16,98.31,8,snow,Fri,0,11,161.29671175978987,intermediate,41
979,16:38,79.1,92.34,0,sunny,Mon,0,5,83.66778799742443,intermediate,0
1298,15:32,761.69,117.6,7,rain,Sun,0,6,73.13891522471026,standard,26
3555,00:59,588.45,118.84,5,sunny,Wed,0,9,180.5483466631434,intermediate,14
82,07:47,729.43,68.97,0,rain,Wed,0,10,184.2038247753561,intermediate,23
4507,00:04,719.08,82.19,0,sunny,Fri,0,9,93.70282955333353,intermediate,9
2458,01:51,767.17,109.18,8,rain,Fri,0,10,100.44622133302997,premium,29
3739,00:16,743.95,85.65,3,rain,Sat,0,11,159.7943579391855,intermediate,22
3781,04:34,148.13,115.23,3,rain,Wed,0,8,60.36663843748828,standard,12
2288,12:01,431.4,81.02,8,fog,Mon,0,9,137.85215761382855,standard,34
423,03:58,496.46,78.74,7,sunny,Thu,0,10,193.75713423697553,premium,18
4339,08:16,710.1,110.97,5,rain,Mon,0,5,161.09636494049326,intermediate,23
1904,08:46,245.5,68.67,8,snow,Sun,0,3,114.11052050368849,intermediate,29
4538,17:17,778.47,112.62,7,rain,Thu,0,9,160.99525783657123,standard,27
3352,22:09,705.23,81.85,5,sunny,Sun,0,6,148.55268652987505,premium,22
3102,17:02,721.3,68.5,1,rain,Sat,0,9,185.86432617070804,intermediate,19
1565,02:56,363.09,56.68,7,sunny,Fri,0,3,34.80347779197222,intermediate,17
3355,11:40,571.49,107.51,9,sunny,Fri,0,10,185.89557546102387,premium,21
839,18:00,103.93,112.85,9,snow,Sun,0,8,163.53995554302136,standard,29
500,22:16,208.85,41.43,5,sunny,Sat,0,6,124.59699941397564,intermediate,19
141,14:42,236.73,106.78,0,rain,Tue,0,6,141.82290380415012,standard,1
1377,01:33,564.52,82.84,3,sunny,Thu,0,11,195.1841239711558,standard,18
3697,13:51,177.28,55.2,2,sunny,Fri,0,4,53.48112192803217,standard,6
2144,18:22,322.39,44.1,1,sunny,Tue,0,3,31.458533405175395,premium,0
1138,19:25,485.73,52.32,9,sunny,Sun,0,14,147.1537125142518,premium,25
2927,21:58,234.31,82.59,5,rain,Sun,1,10,158.25386544504303,standard,13
1787,16:57,242.71,78.5,7,rain,Sun,0,14,107.39450482586317,standard,15
3484,19:15,397.76,77.47,7,fog,Sun,0,11,53.195478822921295,premium,24
550,16:16,54.4,75.49,9,sunny,Mon,0,11,80.52142444770774,premium,15
4906,12:29,365.22,108.92,6,sunny,Tue,0,12,29.820897511602983,intermediate,23
2019,06:44,784.8,74.22,5,rain,Wed,0,12,185.72654021664812,standard,30
948,12:46,403.11,100.14,8,sunny,Sat,0,14,78.21652415411644,standard,20
2600,12:41,185.0,63.86,0,sunny,Mon,0,12,111.64832867742234,standard,0
532,01:17,56.37,94.33,2,rain,Sat,0,14,64.54645866939909,standard,7
1829,13:53,277.41,58.0,1,rain,Sat,0,9,68.59762895601935,standard,12
2917,08:44,341.95,74.35,0,sunny,Mon,0,5,134.45722653210504,intermediate,3
4418,08:27,308.32,41.83,3,rain,Sat,0,4,153.74490388793126,intermediate,20
3871,22:01,658.9,47.43,8,sunny,Sat,0,6,140.2508523258132,standard,32
1602,18:26,567.97,56.14,0,rain,Sun,0,12,76.55505562080651,standard,17
639,05:37,479.21,108.67,3,sunny,Fri,0,3,143.74799515897536,intermediate,13
4832,06:23,645.19,112.33,0,sunny,Thu,0,13,159.84382742917995,standard,10
967,07:14,168.03,101.98,3,sunny,Thu,0,13,119.88458217703186,premium,7
4237,01:37,705.04,104.01,8,sunny,Mon,0,12,158.63443348025731,standard,22
2697,15:55,712.51,65.15,4,sunny,Sun,0,8,173.25244047607694,standard,15
1683,18:15,86.87,51.27,9,rain,Sat,0,4,108.33913753801872,standard,20
4470,11:30,56.75,55.25,3,fog,Sun,0,11,84.85039862514631,intermediate,8
2342,12:43,390.03,69.79,7,sunny,Sat,0,11,180.67608916347953,premium,21
155,10:04,471.2,88.02,7,sunny,Mon,1,6,39.80533234618174,intermediate,18
2487,13:33,736.96,66.61,4,rain,Mon,0,10,114.77867375331324,standard,38
4641,18:05,711.54,79.19,1,rain,Thu,0,5,78.11723903186834,intermediate,19
1089,05:24,590.25,48.88,6,fog,Tue,0,11,102.78390865163651,standard,34
2655,22:19,157.77,69.86,1,rain,Tue,0,12,116.09175674695437,standard,5
4240,06:50,560.08,106.58,8,sunny,Wed,0,13,80.64614290877044,standard,21
288,03:11,656.6,45.43,0,sunny,Thu,0,6,105.62781734962331,intermediate,11
930,14:43,405.33,50.53,5,snow,Thu,0,9,23.071774981892233,premium,31
2535,17:16,100.32,55.11,9,sunny,Mon,0,6,123.38704955813304,standard,13
4028,19:05,788.91,79.65,3,sunny,Thu,0,3,42.797505027763115,intermediate,21
3371,03:05,226.56,46.99,4,sunny,Sat,0,12,175.62784635168993,intermediate,16
4621,03:41,406.4,111.79,7,sunny,Sun,1,9,156.0114686382357,standard,28
3291,08:18,581.24,92.3,1,sunny,Wed,0,4,28.031793480331036,standard,4
942,08:05,531.58,55.7,7,sunny,Mon,0,7,195.1631982462154,standard,33
3859,13:30,367.16,105.51,4,sunny,Fri,0,14,101.13028461034473,premium,2
4662,15:21,598.73,100.78,1,rain,Mon,0,14,78.71548138519678,premium,9
1698,10:52,789.14,44.67,1,fog,Sun,0,12,101.46440628231632,standard,12
4708,05:31,525.5,57.38,1,rain,Sat,0,8,28.52745096465207,standard,21
3200,20:43,491.95,118.91,3,sunny,Wed,0,13,62.31282192359838,standard,8
4601,21:38,511.08,104.44,9,rain,Wed,0,5,186.36821487868446,standard,23
4608,01:53,443.52,48.68,5,sunny,Thu,0,12,30.77228694552445,standard,19
985,10:09,450.17,74.3,6,sunny,Tue,0,9,151.98201162216998,standard,17
3318,08:02,395.73,76.61,4,sunny,Sun,0,9,128.97715865889194,standard,4
2867,23:32,283.23,56.37,7,rain,Mon,0,8,156.21193042697394,premium,23
4056,15:28,381.62,67.4,0,rain,Wed,0,7,44.769650971153055,standard,15
4777,08:24,622.74,50.54,6,rain,Sun,0,4,100.26339234646031,intermediate,18
981,05:56,673.43,59.39,3,sunny,Mon,0,10,159.0953755624925,standard,24
2492,19:29,566.02,98.44,9,sunny,Sat,0,9,97.9676471808985,premium,18
3792,22:00,632.98,59.13,3,sunny,Sun,1,9,117.04680141092288,standard,31
3548,08:21,668.54,72.92,2,rain,Fri,0,7,163.40698977262352,standard,24
2942,16:18,58.73,42.8,9,rain,Sat,0,13,36.32481635480027,standard,23
3527,16:50,402.69,85.33,6,snow,Thu,0,3,161.45405052664123,intermediate,32
3845,21:21,370.87,94.06,3,rain,Mon,0,8,97.97787230862959,standard,21
1457,01:45,703.66,61.77,6,rain,Sat,0,8,52.48550941491995,premium,18
1395,12:28,278.57,48.98,5,rain,Tue,0,6,193.8099894114853,intermediate,30
264,01:22,476.61,55.98,9,sunny,Wed,0,5,154.8993524221892,intermediate,22
4095,21:58,126.9,93.65,9,sunny,Thu,0,5,171.56273036555876,premium,17
929,17:47,614.55,119.47,4,sunny,Sat,0,7,76.86890250017514,intermediate,8
4871,04:52,675.84,108.35,3,rain,Fri,0,13,172.4113355073966,standard,18
2692,21:13,369.94,49.76,7,snow,Wed,0,8,40.64268415821448,premium,36
246,19:25,123.03,56.36,9,snow,Wed,0,13,184.39584539077094,standard,39
3589,16:51,574.78,71.27,4,fog,Wed,0,11,21.384386475916145,standard,30
1758,06:46,438.66,78.51,3,sunny,Thu,0,11,178.56124461421092,standard,21
4865,20:02,91.61,95.01,5,sunny,Fri,0,14,63.26937840283034,standard,14
2810,10:40,358.03,50.95,8,sunny,Thu,0,14,168.05446730155097,intermediate,33
923,19:18,474.74,113.97,5,fog,Tue,0,6,126.93209304569416,premium,17
2880,13:45,734.44,105.09,5,sunny,Mon,0,12,81.15835480188755,standard,27
268,04:50,389.16,96.57,1,sunny,Mon,0,4,34.17744331761493,standard,0
669,15:27,642.6,62.37,6,sunny,Fri,0,13,183.5992550361956,premium,30
4475,03:48,446.47,72.61,7,rain,Sun,0,7,43.22618087712234,intermediate,12
1910,11:07,626.94,105.4,8,rain,Mon,0,6,97.39029061221912,intermediate,22
2985,23:48,275.87,71.07,4,sunny,Thu,0,5,23.659659735217545,intermediate,10
1152,17:42,612.29,119.04,7,sunny,Sun,0,5,175.9857423268734,intermediate,9
4817,00:03,538.16,115.31,8,sunny,Sat,0,11,67.6325482315097,premium,21
3455,07:17,784.14,113.19,6,rain,Mon,1,3,187.04918667533343,standard,33
4241,16:53,551.81,85.91,6,sunny,Sun,0,9,194.61177978620074,premium,20
4549,17:49,522.51,109.91,6,sunny,Tue,0,3,33.588250583952814,standard,7
2172,01:32,205.46,85.51,5,snow,Wed,0,6,64.13609826706977,intermediate,26
4515,15:04,297.97,62.75,2,sunny,Mon,0,9,128.19840473886228,standard,14
1915,14:46,432.32,84.64,3,sunny,Sun,0,6,188.98207955385448,premium,7
612,09:36,443.5,110.77,6,sunny,Tue,0,4,49.11174860177863,standard,1
2406,11:07,789.39,101.95,9,snow,Tue,0,9,132.710387075951,intermediate,48
4205,23:14,580.09,51.81,0,sunny,Tue,0,12,46.29154068839945,intermediate,7
1898,11:27,358.22,80.52,3,sunny,Thu,0,11,142.16063602023854,intermediate,14
1649,08:53,627.33,45.74,9,sunny,Sun,0,3,22.176685065081468,intermediate,27
2607,04:53,262.6,111.42,2,rain,Mon,0,11,108.71660591260208,intermediate,1
258,02:58,196.21,100.91,0,rain,Sun,1,12,150.5314755362902,intermediate,5
847,07:56,483.55,90.3,1,sunny,Thu,0,12,127.1828223491735,standard,11
4251,16:28,784.45,68.97,7,rain,Tue,0,6,147.6163351474745,standard,31
1233,21:08,290.5,103.8,6,sunny,Sat,0,8,25.089848093820336,intermediate,0
1127,14:46,382.28,50.35,4,fog,Wed,0,12,139.67488836440836,intermediate,35
1967,19:05,644.14,77.13,0,sunny,Sun,0,5,80.88199098188983,standard,10
558,22:43,476.69,104.88,2,rain,Thu,0,11,165.86273807078487,standard,11
3905,14:02,383.76,114.86,1,sunny,Tue,0,13,174.3777278231591,intermediate,5
484,09:40,655.72,107.24,8,sunny,Fri,0,13,115.59544695295287,standard,34
1320,00:44,347.21,65.89,8,rain,Fri,0,4,140.7639094366349,standard,23
3404,13:47,632.89,101.55,3,snow,Sun,0,14,76.62289892547722,standard,33
7,18:17,590.0,106.49,1,rain,Mon,0,9,181.3100041072877,intermediate,0
3279,15:10,248.84,52.43,2,rain,Tue,0,10,35.047772593754026,standard,19
3189,08:38,731.69,44.12,0,sunny,Thu,0,7,81.83836099446295,premium,20
1450,02:11,78.77,94.42,8,snow,Wed,0,4,143.20320067591803,premium,30
3980,01:42,299.68,99.74,1,sunny,Thu,0,3,24.519195110931918,standard,0
1814,20:08,391.75,92.53,8,rain,Mon,0,5,186.40500954388,standard,22
773,03:03,400.54,77.62,3,snow,Thu,0,8,27.796883501902833,standard,30
1011,05:17,489.33,100.56,0,rain,Fri,0,8,192.5980974413224,intermediate,17
2818,12:17,86.87,99.0,9,sunny,Fri,0,14,75.20208230792203,standard,18
3275,13:09,706.79,105.09,8,sunny,Sun,0,6,175.75589435122333,standard,27
1991,11:27,527.52,99.15,4,sunny,Sat,0,9,160.0329141120038,standard,9
1277,00:31,323.09,47.65,5,rain,Mon,0,6,122.25919935637299,standard,26
1783,19:25,136.48,105.37,7,sunny,Sun,0,12,104.34870193037946,intermediate,6
3105,04:16,361.84,95.24,7,sunny,Mon,0,8,152.97942675076854,standard,13
446,20:12,102.91,94.91,1,sunny,Sun,0,4,180.03015505187733,premium,0
880,16:26,199.68,117.99,5,sunny,Tue,0,11,159.5804366099115,standard,9
4459,18:43,238.63,88.48,5,sunny,Fri,0,5,175.45853195773236,intermediate,6
781,21:22,214.54,69.88,5,sunny,Mon,0,10,131.48340451263192,standard,10
1749,17:31,427.92,97.42,9,sunny,Sun,0,5,40.497716689221676,standard,12
3388,22:12,431.3,75.02,8,rain,Thu,0,13,149.40497481170704,standard,38
4881,10:00,642.4,61.19,4,sunny,Fri,0,4,198.92746145290732,standard,10
883,07:30,246.88,96.14,9,rain,Sun,1,9,168.56339830975574,standard,35
2944,09:51,546.14,97.82,2,rain,Tue,0,10,87.66473477335545,standard,8
1091,02:34,356.03,61.4,0,sunny,Fri,0,12,77.31792153504898,standard,5
4783,21:54,789.74,74.8,3,sunny,Fri,0,5,198.15214741562033,standard,9
531,09:53,489.24,104.98,8,sunny,Fri,0,10,162.16167444256928,intermediate,13
4022,02:30,468.6,91.33,8,sunny,Wed,0,7,157.16199757075057,intermediate,13
4421,05:59,689.74,81.14,9,rain,Sun,0,14,72.55867818071688,standard,31
4098,11:27,615.71,87.76,9,sunny,Sat,0,13,48.911637335967654,intermediate,28
1727,18:03,276.98,54.05,5,sunny,Wed,0,5,32.30745903073727,standard,7
610,11:49,153.8,112.86,4,sunny,Thu,0,13,111.93163967794766,premium,3
570,15:00,276.25,111.98,9,fog,Wed,1,3,177.7289597741109,intermediate,28
2671,18:59,247.85,101.04,4,sunny,Wed,0,13,121.31116706157256,intermediate,2
3718,17:06,528.37,68.58,6,rain,Sat,0,4,40.75003843071627,standard,23
343,13:30,391.6,59.53,2,sunny,Thu,0,8,198.77073844272402,standard,14
3000,19:06,703.66,62.07,5,sunny,Tue,0,9,110.80739238816014,intermediate,18
3139,05:03,731.74,48.58,7,rain,Wed,0,6,82.44677724625518,standard,34
434,17:12,193.43,48.06,9,sunny,Mon,0,7,138.63917377925767,intermediate,24
1903,05:11,755.3,74.29,3,sunny,Mon,0,4,82.49822292614769,standard,18
3804,12:31,643.73,50.55,3,sunny,Mon,0,10,32.7483190518708,standard,16
4776,20:49,311.53,110.43,9,sunny,Fri,0,13,33.50300287198161,standard,31
2069,05:39,697.01,55.41,2,snow,Sun,0,7,83.01364487004106,standard,40
1537,09:07,446.44,110.51,2,sunny,Sun,0,10,109.01706035850121,standard,12
2252,15:19,491.7,88.1,0,rain,Fri,0,11,42.33452257583408,standard,19
2346,20:13,642.4,107.68,5,sunny,Tue,0,13,33.69050776989525,standard,16
1517,12:23,353.49,60.42,0,sunny,Wed,1,11,146.239351487964,standard,14
965,02:07,372.09,62.05,7,rain,Sun,0,3,116.39423193596717,standard,18
4406,23:47,678.99,45.51,1,sunny,Mon,0,10,190.94725031731832,standard,21
528,22:15,381.55,116.25,1,rain,Sun,0,10,40.67212739714981,standard,4
176,08:55,681.65,66.17,8,rain,Sun,0,14,76.38369071310399,intermediate,40
3482,14:27,746.77,81.93,9,rain,Wed,0,14,32.90435845317774,standard,31
2543,18:33,413.96,72.37,3,sunny,Sat,0,14,100.9469260790619,intermediate,21
4935,09:01,352.68,100.79,5,rain,Tue,0,4,191.1405304666837,standard,5
572,12:34,690.8,63.55,2,sunny,Sun,0,6,76.5567339435561,standard,9
2299,14:13,148.2,94.52,7,sunny,Sat,0,14,169.49320899473324,standard,26
3508,05:21,761.8,76.17,0,rain,Sun,0,10,194.3524221141906,premium,23
2459,08:13,52.27,95.57,9,rain,Thu,0,4,20.629632146294234,intermediate,11
3609,04:04,168.68,110.34,1,sunny,Wed,0,3,53.70915590371679,premium,0
4554,11:17,725.72,86.05,5,sunny,Sun,0,11,37.84703746600485,standard,17
2208,20:39,443.86,61.64,6,sunny,Wed,0,7,104.40155801219528,standard,10
4720,03:14,632.87,97.01,4,rain,Thu,0,10,192.28824602624127,standard,15
2755,12:16,780.27,72.44,5,sunny,Thu,0,12,135.1528395281074,intermediate,32
383,22:24,94.82,107.17,8,snow,Thu,0,4,60.6035751188638,standard,14
852,02:14,305.17,89.95,0,sunny,Mon,0,10,128.74762471976513,intermediate,6
1880,00:22,215.86,61.72,1,snow,Fri,0,8,139.84180742582362,intermediate,19
370,22:54,360.25,53.58,1,snow,Thu,0,11,158.96218283997115,intermediate,29
2378,12:23,767.63,40.58,3,sunny,Mon,0,3,108.06069563671433,standard,16
4323,01:01,728.81,97.59,9,rain,Wed,0,8,124.50543613124046,premium,29
1105,04:16,102.85,61.55,3,rain,Wed,0,5,188.57278086752066,intermediate,4
3413,16:27,273.12,113.55,9,rain,Sat,0,4,198.55636837151022,standard,14
3946,21:47,132.22,66.58,2,fog,Mon,0,14,193.4572727141925,intermediate,22
1336,01:37,759.33,101.89,8,sunny,Thu,0,7,81.6585076116362,intermediate,29
2189,14:24,180.51,94.01,3,snow,Mon,0,14,37.18530460685303,premium,17
4594,01:01,433.47,64.71,1,sunny,Wed,0,5,108.14023814033096,standard,0
2319,00:41,666.18,106.63,2,rain,Sat,0,14,68.97334808421486,standard,15
4705,20:22,329.35,78.35,4,sunny,Sat,0,11,47.9666877359326,intermediate,18
3710,05:48,611.12,50.03,6,sunny,Mon,0,4,145.67752936142122,standard,29
4848,09:40,326.47,67.34,3,sunny,Tue,0,9,37.24427298810272,intermediate,3
1171,13:15,428.7,115.3,6,snow,Wed,0,14,57.92280209306676,premium,26
4325,23:57,416.07,71.6,6,sunny,Fri,0,7,170.23245318355495,intermediate,8
2694,09:24,683.92,56.92,6,sunny,Sun,0,10,173.76622447779476,intermediate,21
1422,21:15,533.57,58.56,0,sunny,Tue,1,3,197.396878371328,intermediate,10
2341,13:24,225.05,68.49,7,snow,Thu,1,7,82.30702662724194,premium,34
2651,07:50,423.24,47.2,7,sunny,Fri,1,9,166.20394127724222,intermediate,35
4155,11:17,621.99,66.14,1,fog,Thu,0,13,165.8520614451699,standard,26
1464,09:46,559.0,56.92,1,rain,Tue,0,5,177.56429343112615,premium,18
874,14:45,722.18,63.67,3,rain,Fri,1,4,77.4612320378691,premium,38
3339,11:23,440.06,116.16,7,sunny,Thu,1,13,25.135131607360158,premium,27
4340,21:58,715.82,43.94,0,snow,Mon,0,3,101.75919648218104,intermediate,19
1251,18:08,531.18,114.4,3,sunny,Tue,1,9,53.23582059743693,standard,18
2348,02:18,134.82,78.12,6,sunny,Fri,0,11,51.18827534767814,standard,16
840,14:54,731.75,41.19,6,sunny,Wed,0,12,81.89854317800341,premium,29
4568,06:51,154.65,42.55,7,sunny,Wed,0,5,34.73113760202188,intermediate,13
581,06:44,324.52,116.0,7,snow,Sat,0,10,76.01840692466321,standard,34
204,16:45,521.15,73.89,9,sunny,Fri,0,7,174.9973685523439,intermediate,14
1641,08:15,633.41,93.51,3,rain,Sat,0,12,192.4170202715005,standard,15
2014,08:46,124.23,93.92,8,sunny,Thu,0,8,75.71685297590079,standard,9
905,10:17,352.28,40.33,5,rain,Thu,1,9,39.99198558684485,intermediate,33
631,00:58,290.46,45.92,3,sunny,Tue,0,6,107.51444637894512,standard,10
3364,21:27,707.45,106.92,9,sunny,Wed,0,14,79.73739975453681,intermediate,28
1974,16:42,254.87,115.22,4,sunny,Fri,0,4,198.374300620237,standard,0
162,09:48,777.59,86.71,8,sunny,Tue,0,12,197.0429603189635,premium,25
3172,03:19,657.34,105.07,1,rain,Thu,0,8,80.24680752874069,intermediate,10
3612,04:09,548.61,95.52,9,sunny,Wed,0,8,73.24014007808637,premium,18
4675,17:50,775.89,108.19,3,sunny,Wed,1,11,158.07379835645798,standard,16
617,13:40,114.05,78.54,0,fog,Sat,0,3,115.74459641625089,premium,0
4068,07:37,220.25,67.42,0,sunny,Sat,0,11,173.81160041072707,premium,0
1431,19:17,250.91,41.23,9,sunny,Tue,0,3,126.87425632038503,premium,23
547,08:20,339.85,48.02,3,sunny,Fri,0,4,134.74476830430444,standard,10
3334,04:01,641.09,74.25,3,sunny,Fri,0,4,173.43745988395,intermediate,11
4546,04:13,375.55,65.75,0,rain,Thu,0,5,65.19676827152539,premium,9
4223,07:26,250.03,52.47,4,rain,Tue,0,3,170.83986002763368,standard,19
2387,17:23,432.29,54.73,7,sunny,Mon,0,6,86.28824789608846,premium,23
4243,19:55,667.32,90.93,6,rain,Sun,0,10,122.17164094330913,premium,22
3995,00:52,55.22,80.92,9,fog,Mon,0,7,136.6708554526383,intermediate,16
4065,18:04,587.13,104.6,6,sunny,Sat,0,7,63.0120529901871,standard,16
1861,10:20,462.22,84.24,2,sunny,Sun,0,5,42.19216611590505,standard,4
640,18:54,381.39,119.89,1,sunny,Thu,0,9,55.949513061581115,standard,0
3902,03:49,510.57,82.81,0,snow,Sun,0,9,168.1318775731626,standard,30
637,03:27,151.23,69.75,0,sunny,Mon,1,14,158.08787707349182,intermediate,3
4262,12:19,671.7,75.93,0,sunny,Wed,0,7,46.47692925143523,standard,7
3910,05:02,127.28,80.2,0,sunny,Sat,0,9,99.18191172500399,standard,0
2986,10:24,483.67,87.71,6,sunny,Wed,0,8,93.06009897844574,premium,16
2096,01:05,231.64,83.4,4,rain,Sat,0,6,184.44056495424383,standard,10
4611,16:30,214.91,118.21,4,sunny,Mon,0,14,96.02363163239893,standard,10
3075,13:52,266.7,85.02,2,sunny,Mon,0,4,117.79629303755382,standard,0
3674,04:20,464.01,64.2,9,sunny,Mon,1,6,188.8113893080352,premium,30
2841,14:41,695.76,64.46,8,rain,Sun,0,10,60.71503247209752,standard,33
921,16:16,554.76,59.17,6,rain,Tue,1,6,84.45622300300586,premium,34
546,04:29,470.09,79.64,4,rain,Mon,0,13,194.28583066639948,premium,17
3666,07:51,273.53,100.9,2,sunny,Sat,0,12,30.970174234924333,standard,3
1900,07:14,584.05,57.08,0,sunny,Sun,0,9,60.01880441679455,intermediate,14
2028,04:54,153.99,81.47,6,sunny,Fri,0,5,139.01400786000067,premium,2
2301,23:50,204.56,85.71,7,sunny,Wed,0,10,64.97360610591608,standard,16
1885,12:58,147.76,85.95,8,sunny,Fri,0,4,28.835356208094286,intermediate,7
1642,23:56,425.27,92.4,6,sunny,Fri,0,5,93.34641521308481,standard,7
3509,20:03,108.71,81.9,3,sunny,Wed,1,4,28.977057347487435,standard,6
4809,20:08,221.71,98.46,4,rain,Sun,0,9,41.49420363319064,standard,10
2097,17:22,178.78,116.7,1,fog,Fri,0,8,109.78026463811332,standard,0
4357,18:12,660.51,106.4,7,rain,Thu,0,10,65.004327092131,standard,27
3788,03:00,450.19,117.66,6,sunny,Sat,0,8,155.2761040168481,premium,8
4494,17:18,420.59,46.92,1,rain,Tue,0,13,184.79395909873725,intermediate,23
4967,11:56,702.54,99.53,1,sunny,Fri,0,8,88.82930149363155,standard,12
836,10:51,256.39,68.54,1,sunny,Wed,0,14,133.53263828607854,intermediate,8
601,06:57,413.8,45.22,5,sunny,Tue,0,14,88.01619346115938,standard,18
2184,20:44,241.32,113.32,4,sunny,Fri,0,11,33.08167089869101,intermediate,4
3865,03:41,718.46,74.99,2,sunny,Mon,0,8,169.35943545633674,standard,13
2481,05:07,260.48,53.14,2,rain,Sun,0,4,99.25031421466828,standard,8
4307,15:24,418.51,118.1,2,sunny,Sun,0,8,111.64876643332053,intermediate,0
1582,03:25,728.03,71.07,3,snow,Mon,0,12,119.00389551597569,intermediate,38
4266,09:21,123.99,111.25,6,sunny,Wed,0,10,46.450619101709876,premium,7
2533,13:48,354.21,104.23,6,sunny,Tue,0,11,112.22307405918028,standard,14
2725,10:25,162.16,119.43,5,snow,Fri,0,14,33.82017026356406,intermediate,28
1070,13:22,742.42,59.56,7,rain,Sun,0,10,42.56672700582563,standard,41
1775,06:21,752.64,105.9,0,sunny,Fri,0,3,64.43664437560521,standard,0
4808,07:38,443.19,45.84,7,sunny,Wed,0,11,173.9430303541344,intermediate,25
1283,21:30,80.44,112.83,9,sunny,Fri,0,13,156.44508811317536,standard,9
3050,04:19,613.76,54.39,3,rain,Wed,0,6,62.38663273756844,standard,25
4753,00:07,210.45,118.38,1,sunny,Tue,0,7,91.86377685079236,standard,0
1836,05:37,223.51,89.96,3,rain,Thu,0,4,73.97556741801597,standard,3
4242,02:20,756.75,77.28,0,sunny,Mon,0,13,182.02515190862607,premium,15
1019,01:19,637.98,89.88,7,rain,Wed,0,10,28.352952012979927,premium,31
4133,00:03,646.69,80.31,1,sunny,Thu,1,12,77.95246208246877,standard,24
1326,01:48,403.09,103.2,4,sunny,Tue,0,6,86.50595503719862,standard,9
475,11:58,328.88,44.27,9,sunny,Tue,0,6,54.184442589504314,standard,22
4271,00:28,287.45,95.81,6,sunny,Sun,0,5,172.3197747077254,standard,5
1651,07:10,712.13,86.63,8,sunny,Wed,0,12,114.1025148317007,premium,24
3998,10:12,245.16,95.07,5,sunny,Tue,0,10,30.387205318746766,intermediate,9
4467,15:16,520.71,67.46,4,sunny,Thu,1,3,63.9599022186068,standard,20
2610,16:36,216.12,49.63,0,sunny,Wed,0,14,186.15287641029764,premium,5
